id,solution
44,—the_first chosen_-- entered_for will_par- club_. ;_unsponsored for_two Adelaide_Town who_is been_appointled coach_of Ideal_Henley carnival_will Mannum_Club so_far president_( a_former expressing_appreciation ._Among Melbourne_Rowing short_notice was_appointed Members_of make_the Association_( Dr._P. was_recognised Martin_) A.M.P_. immediate_response been_chosen boathouse_on ticipate_in delegate_of Club_in will_include year_will 's_financial them_by crew_will by_Mr E_Shea first_three '_reception age_-- the_Rowtng age_revisited Monday_night the_competition services_rendered who_has coach_) awarded_in must_be names_to who_went sending_many and_supporters Shea_C (_coach capitation_fees and_handicap ._G abroad_with appointed_delegate to_arrange held_at members_and Lloyd_was --_Messrs.W.S.Much and_discuss the_carnival Alfred_rowing Francis_( supporters_. rowing_. requests_members the_subscription last_Sunday following_committee rendered_to par-_ticipate serving_abroad holiday_regatta to_him (_Mr lt_; ._Formerly sections_in each_eight )_and will_be which_Mrs meeting_of vicepresidency_of submit_their business_houses tribute_was readily_adapted season_the years_age Nurses'Society_. womens_' have_been the_A.I.F Taylor_) Girl_Competition been_appointed G_C Bollen_is ._Bot- Bot-_troff a_Norwood ._In was_held the_following ._Due Mannum_Rowing conditions_will intending_to by_club Henley_Girl ._Fourteen Home_Brightton ._He Club_have him_to the_womens to_take far_entered members_intending bearing_the made_the the_short prominent_oarsman building_King sen_. by_business Melbourne_to Port_Ade the_boathouse at_a invitation_eights ._building Henley-on-Torrens_sponsored )_said boathouse_last W_. question_of C_McLeod A.I.F_. CLUBS_To Ian_Hamilton the_Mercantile held_in Mr.J_. two_years a_member eights_events those_less place_at tionof_each Fourteen_oarsmen It_is to_live this_season ._A received_no curtail_the prizes_will AMONG_THE response_the H_Clouston at_A.M.P the_Ideal patriotic_funds footballer_who a_prominent )_who Mannum_on McLeod_E oarsmen_over Tabe_and membershp_( arrange_for Club_oarsman King_William due_by ._Murch On_Monday Formerly_a fees_must L._Bollen be_sent accept_a appointled_captain acting_secretary the_affiliation Monday_Parties eights_competition Club_serving under_the yearsand_15/-for ._) him_by the_meeting two_sections Rice_sen adapted_himself unsponsored_section Association_of eight_in live_about subscription_-20- regatta_will the_Rowing joint_secretaries T_Taylor Clouston_) club_members R_Rice city_. has_readily and_a will_compete that_a the_Amateur Club_was is_serving association_secretary THE_CLUBS an_& Sunday_morning and_coach (_Mr.J being_organised the_services February_18 )_was the_Mannum in_succession ._D revisited_the a_military committee_has the_direction ask_him sent_them charge_of Club_. Alpersi_) to_postpone laide_and to_Mr war-time_conditions the_selec- room_Adelaide secretaries_( the_Port enter_for competition_. to_enter 18_at was_in sculls_at special_tribute Allen_Tabe are_sending Hamilton_has rowing_clubs is_intended of_patriotic and_E.G Rowing_Club William_street joined_the recognised_that resolution_was and_fours morning_. the_Melbourne by_the lake_this arranged_for serving_with oarsmen_of subscription_fees Bridgart_) Dr_Ian the_RAN a_resolution charitable_organisations a_decision in_each A_Francis members_will secretary_. the_work )_requests meeting_resolved The_latest latest_addition &_lt selec-_tionof whose_name Amateur_Sports clubs_to meeting_was Regatta_to Mr_W.S Council_. the_question on_Sunday appointed_convener was_also each_section special_meeting Bush_Nurses'Society club_by oarsman_under with_the W.R._Bridgart many_letters adopted_expressing succession_to -20-_annually notice_received craft_bearing home_expressing of_which that_age Adelaide_Club affiliation_and less_than Club_carnival (_Messrs Sports_Council went_to organised_. Mr.S_T resolved_to Ade_laide the_sponsor Due_to Messrs_Allen to_rowing former_prominent chair_. appreciation_of C._Martin the_joint forces_are been_received paid_to captain_and Christmas_parcels an_immediate name_the be_made Among_the have_so 's_rowing the_members Wickes_who Henley_regatta financial_position prominent_Mercantile Mr_W.R. of_a fighting_forces )_Dr Home_Somerton to_accept the_charge troff_. Somerton_and Club_( Regatta_On carnival_on E.G_. captain_) letters_home postpone_a (_Dr. a_meeting direction_of the_fighting Mercantile_Club himself_to street_city Mr_Charles work_of position_and reduction_in for_cirls the_competing Club_membershp ._Members ._While Messrs.W.S.Much_W '_committee discuss_a pending_consideration no_club their_names events_. Lady_Mayoress ._At of_Christmas the_programme programme_will consideration_by Mrs_L. Mayoress_' (_Mr. a_vicepresidency suggested_reduction reduction_of than_that )_a a_reduction meeting_arranged The_regatta take_place will_curtail contest—one_for Mannnm_Regatta and_capitation member_of fours_are W.S_. members_subscription Mr._H the_clubs Town_Hall (_captain the_sponsored oarsman_. for_February Murch_has over_21 Keith_Wickes it_was also_paid Norwood_footballer eights_and about_two houses_and proceeds_of P._Alpersi decided_to Brightton_the 21_yearsand (_Mr.S are_being 15/-for_those a_suggested under_whose contests_and organisations_. received_at rowing_activities While_war-time parcels_sent to_ask Association_to fees_due committee_of ._AMONG
45,Marie_Twelftree green_satin bolero_jacket ing_into bride_) Mor_rison J._Sheehan of_arum a_green bride_travelled and_nigger Hotel_. )_was bolero_suit rison_officiated 's_future Mrs._J. tan_suede embossed_silk (_cousin of_Brunswick Edna_Russ a_dalnty silk_net nigger_brown net_veil with_green Russ_of Brunswick_West tightfitting_sleeves of_apple shade_trimmed green_and The_embossed of_mauvetoned future_home of_London in_a ankle-length_picture satin_with apple_green In_silver She_carried was_arranged crinoline_picture Yorke_Valley hat_trimmed velvet_. Valley_Hotel a_train cousin_of the_skirt flower_girl Wait_( in_Melbourne dalnty_ankle-length bridesmaid_Miss Melbourne_. veil_was mauve_silk picture_hat of_Ade a_nigger on_the silk_crinoline green_silk arranged_on Twelftree_( the_head coolie_hat jacket_. Sheehan_of Sheehan_'s with_mauve a_bolero had_Iong travelled_in silk_spotted London_tan West_Melbourne A._Mor Iong_tightfitting Mrs._Sheehan into_a silver_crinkled a_Dolly Miss_Edna a_frock same_shade brown_coolie be_in spotted_net laide_wore merg_ing the_Yorke officiated_. mauve_velvet mauvetoned_flowers a_sheaf Ade_laide silver_basket a_flower sheaf_of skirt_merg suit_of
46,._Millswood ._Mornington RANSON_third Millswood_. Mornington_elder
47,announces_that has_deposited Association_announces FOR_distribution Tuesday_and the_Parramatta Mr._F. Semaphore_( FOR_the philanthropic_friends steam_tug faith_has establishments_on few_philanthropic ._Tuesday tug_has their_establishments ._FOR
48,North_Adelaide led_all Vytis_comfort fence_and summer_basketball Adelaide_led comfort_ably enterprising_bas of_the bas_ketball 7_Ol ketball_to ._Leading Leading_32—11 Ol_sen North_North ably_in 's_de basketball_tournament sen_6 de_fence the_SAABA
49,._Strong his_condition ._Martin engine_failed be_satisfactory up_and tree_. turned_. Pilot_Hurt to_land land_the Page_4 five_minutes head_down aircraft_. hanging_unconscious about_to 4_. into_a car_found ._Jut Creek_. a_tree Strong_Winds crashed_into the_North-South picked_up ._It Winds_Delay over_turned road_the night_his satisfactory_. unconscious_head was_about first_serious North-South_road the_car The_first yesterday_afternoon failed_. down_wards afternoon_when minutes_after wards_from ._Engine The_pilot and_over to_be
50,to_under lian_commiilfe Satur_day confidently_ex Club_had auxiliary_ser toria_Queensland Bay_THE with_apri land_were K._Wad ._Appropriatelv tern_Aii. no_sail jus_tified perfect_sailing standing_succes times_since —_a good_con state_visitors the_co the_Lords man_and Australia—Wes_tern bowler_. con_dition weather_for re_cently Aus_tralian Wad_ham dition_. out_standing :_seven ser_vices Centenary_year to_In an_out iia-s_jire cently_. ._Vic championship_on British_subjects well_jus operation_of tified_its 's_carni vices_during heat_of sail_ing day_'s carni_val ._— Lords_of spec_tacle Vic_toria ;_) hei'.ce_of inter_state or_naturalised Australian_sharple making_Satur tralian_Navy and_Inter state_bowler ture_. Inter_state under_stand year_the of_Eng South_Austra ;_iiv at_Glen &_lt cots_and the_pre lia_has Royal_Aus cue_Service subjects_should Austra_lia Glen_elg had_perfect pre_hei'.ce Hoff_man pected_bv standing_handlers aitraciive_pic Police_Res lt_; viz_. an_inter In_.sjiector Y_& thereof_viz .sjiector_Grow Res_cue apri_cots being_natural val_. lie_spec such_out co_operation Sailing_THE Mrs._Hoff Austra_lian Eng_land sharple_championship one_& stand_exactly ex_pected seven_times elg_on ham_> THE_Holdfast died_re pic_ture sented_s naturalised_British in_Australia—Wes tacle_of Australia_being ing_event a_Patriachal jire_sented South-_Austra
51,was_em thowan_. tal_and tor_of managing_direc ployed_for Wal_lace mining_com he_became direc_tor com_pany kins_. lace_Charles oc_curred superinten_dent Wat_kins Tre_thowan curred_on William_Tre was_superinten Mr._Wal dent_and Colbey_oc to_hospi pany_as hospi_tal em_ployed
52,D._G —_Messrs is_president Godwin_I. '_As L._K. to_have 8_. I._H. have_the L_Fenn president_of vice_at ._Mr. F_H. As_sociation by_ser June_8 and_L. ser_vice B_Becker
53,Amateur_Swim captalm_. R._Rech Ham_mond land.—B.._Read P._Ham rtce_captalm *er_sns lt_; Rech_ner ;_4 Hal_den State_championship ;_desd &_lt yards—YJLCJL_Hal (_rtce Cj*f_water Holden_presented ._*er H._& J._H. H._Holden mond_( sns_Rest Results_: low_land.—B.. Williams_Cj*f easily_accounted desd_heat heat_for ;_Pyatt Wigan_& C._low water_) style_State den_'s Bechner_& ner_. ._Results Swim_ming
54,Red_Hill B._Middleton )_E. the_Red of_Red district_Asking Ferme_( Augusta_railway railway_. land_has the_railway Asking_for speakers_protested recent_meeting decried_. has_been been_decried protested_against (_Clements Wandearah_land Welch_( railway_to meeting_in Hill_and ._Mr. Red_Hill-Port M._Ferme draw_up Mr._W. (_Red Hill_J. Middleton_. the_retention to_draw B._Welch of_Wandearah
55,be_under under_canvas first_camp Nearly_CMF journey_and Gap_Nearly miles_south jeeps_and cars_jeeps canvas_. camp_at south_of of_Port two-day_journey CMF_men
56,had_been Found_Dead some_time unconscious_at body_was Man_Found 49_unconscious wife_Ethel 57_was Liddell_had Liddell_57 Liddell_49 SYDNEY_June that_Liddell Hospital_. the_woman Sydney_Hospital
57,September_17 on_2 p.m._on 2_p.m. Wandearah_West 17_. Duffield_of Wandearah_in
58,to_carry vide_seats pro_vide ._Special will_pro carry_Easter to_21 21_.
59,Born_into in_sufficiently nourishing_food deserves_attention The_league poverty_and mind_to proposal_which of_Assembly 's_Christian ._Ireland and_declining attention_. House_of on_July clothes_in Assembly_. urges_legislators P._McGee league_urges 'Back_to often_obliged subjects_unemployment is_brought of_Dr. McGee_representing Meath_. secretary_of of_Meath obliged_to unemployment_and find_the support_will rate_deserves child_may legislators_to sufficiently_fed weight_behind in_favor
60,lit_mistily of_autumntoned H._Builock in_each mistily_green great_bowls blue_taf T»i-s._S. floral_schemes green_guests in_look ing_after an_at found_beautiful marquee_pan the_lily ._THROUGH taf_feta arches_and tom_. Winterboi_tom each_room tractive_figure schemes_in Burns_Cumins pan_elled with_coloured beautiful_floral don_jun. and_from C._Hargrave outlining_the Chapple_. ingham_. vet_with at_tractive A._Fother P.Ander_son '_Winterboi Gor_don coloured_lights feta_. THROUGH_a house_and into_the garden_with look_ing Phoebe_Chapple vel_vet :_P.Ander lights_outlining J._Duncan guests_went Builock_. rose_arches Hargrave_. elled_with black_vel pond_lit lily_pond :_lord Fother_ingham with_great the_hall autumntoned_flowers John_Gor son_.
61,for_the GALLERY_HONORS (_Sir Mr._Louis (_Mr. Direc_tor the_gallery Louis_McCubbin sec_tion said_yesterday received_from tor_( The_gallery gallery_the 1845_'' London_( dls_played Klemzig_1845 Habner_which bequeathed_to Mel_rose ._Advice in_London tion_said gallery_was ._The played_. were_dls culating_exhibittons Agent-General_in Gallery_had yesterday_. ''_by Charles_McCann had_bequeathed cir_culating McCann_) exhibittons_were ``_Klemzig Ragless_who from_the historical_sec who_had the_cir
62,C._C Wakefield_. Mr._C. Port_Wakefield
63,''_from for_1955 ''_Youth Britain_they an_indispensable next_year ._`` Melbourne_with ``_The to_England The_Advertiser ''_will Advertiser_'' with_their and_W.A leave_Melbourne is_an meet_all made_the all_administrative done_on educational_trip they_will ._Further Boys_from ._will from_Victoria indispensable_condition ._They ._Preliminary 16_years in_`` England_next W.A_. trip_to and_16 age_will 1953_`` Tour_for
64,—_'' Japanese_had submarine_strength ''_— ships_were dicated_that has_enabled spokesman_in enabled_the including_five Japanese_are Far_East and_Far five_transports campaign_has states_'' reports_Lief shift_their Lief_Erickson Guadalcanal_campaign in_dicated strength_. ''_Informed their_submarines had_not the_following following_results Department_communique that_their to_shift today_states communique_issued
65,assisted_other 's_garden other_charitable Courts_. trees_shaped road_Campbelltown North-East_road animals_and and_other Campbelltown_District Of_Mr. the_Campbelltown Munchenberg_Mr. the_bench Campbelltown_for birds_animals Mr._J. C._Munchenberg Munchenberg_'s Lower_North-East opening_the at_Campbelltown Campbelltown_and
66,pro_ducts al_though de_feating Hoiden_pro the_sur Opposi_tion ported_almost General_Motors-Holden at_tended lia_was Very_Soon of_de roof_'' ployes_'' other_ve who_at of_popu the_Legisla simple_farming Holden_pro up_manu magnificent_achieve hostility_be We_must farming_community ._Ideal living_stan O'Hal_loran cars_allo and_em Ideal_Size the_success the_largest its_fate Australian_manu duction_for tended_the sur_vival A_Balance ''_he a_city ''_Mr. ducts_of going_through the_country was_realising Prime_Minis There_is 's_plant ''_The Assembly_( gressive_future The_Prime ``_It manufacturing_countries the_pro manu_facturers size_for Minis_ter Mr._Con We_have cated_for It_is tween_employers had_hesi and_secondary night_Mr. me_'' ter_Mr. don_) tion_( be_its would_sup feating_competition Holden_Will Soon_Holden Holden_cars Balance_'' Legisla_tive competition_'' costs_went ``_A had_been duction_costs ._'' facturers_should em_ployes allo_cated pro_gressive future_de though_SA nor_said dards_. Warning_The was_going the_Opposi the_Gover stan_dards hicle_manufacturing ''_`` port_its de_velopment lian_people ½m_. their_costs Austra_lia largest_gathering said_Austra realising_that pro_duction be_tween future_. Gover_nor ``_We hesi_tated SA_had vival_of loran_) House_of of_General ex_ported for_a ._`` Austra_lian that_al tive_Council Mr._O'Hal the_Austra popu_lation C._Daum the_½m the_combined Con_don be_ex Daum_) velopment_of tated_to been_looked lation_and Although_Holden and_pro sup_port ve_hicle ``_There achieve_ments facturers_against ._Rather ments_of
67,pre_sented Stephen_son conduc_ted ;_* Sun_day stall_at domesMay_. tary_! nlied_by ded_by Long_bottom ._Morton lar_boy son_and and_pre Mesdames_Przy ran_and popu_lar tees_Dancing iSxC_. ea_& closure.—A_motor ice_cream the_fol wood_work -_At BURRA_- F._Long MeBride_on sented_the con_cert C._Harnia ._Wood The_arrange godd_. bottom_on seve_ral was_awar Mrs._Stephen the_wood bathing_en Przy_godd the_di Mr._Hol dames_H. en_closure.—A work_certificates arrange_ments when_seve ments_and Mr._S. trict_folk Jen_ner ;_Mr work_section '_con sented_with the_cen creation_ground Stall_at Wood_work mated_that lowing_were aad-_iSxC Ver_ran ings_made land_with tendants_were most_popu provided_refresh Mre_dames cream_and &_lt sent_pupils the_re ted_gaJhes fol_lowing congre_gation di_rection plied_by awar_ded refresh_ments Christ_mas commit_tees cen_itre was_sup Board_has the_dis esti_mated rection_of man_. L._Ver has_recently Don_Gil bert_. teacher_& ;_s lt_; dis_tributed pre_sent and_be a_Christ dation_member a_foun Harbor_Institute head-_& ments_were dis_trict mas_treat .sun_nlied Mary_Jen ._Mre fore_his was_dis re_creation given_stock the_Sun ner_being ral_carols be_fore Stirling_conduc is_esti Shephard_pre stock_ings Mr._McEntee school_commit itre_of ter_by the_congre Harnia_man sup_plied at_tendants lat_ter tributed_to was_pre cert_. CENTRES_BURRA foun_dation :_ice tbe_lat the_secre Hol_land Molly_MeBride McEntee_. Gil_bert music_.sun and_domesMay gation_. secre_tary
68,Sutherland_. Evans_54 54_laborer DIED_AFTER W._Sutherland
69,putation_of road-holding_quali faster_top standing_car roadability_for valve_unit other_was roadability_and Minor_Extra fittings_of rough_Blackhill an_other For_Morris gine_the well_as side_valve Blackhill_road lug_gage mance_) ratio_. perfor_mance en_gine new_en re_sults Zip_For gear_acceleration round_roadability into_an old_side gage_boot Faced_with ._It ._Still ._Faced ._The ties_. extra_perfor Exceptional_roadability truly_out moved_to a_re re_moved more_pro nounced_. More_Zip the_lug performance_re little_change change_from re_putation pro_nounced completely_re SECTION_More quali_ties ½_m.p.g sults_from out_standing only_½
70,Pty._Ltd Ltd._in )_Ltd. Aust_] in_Rodd [_Aust Ltd_. of_Platers '_silver 5_p.c ]_Ltd Rodd_[ of_5 Ltd_and silver_ware p.c_. Rodd_( ware_have of_£1
71,Wood_Issell Clifford_Efford STIRLING_WEST Issell_Clifford local_railway SUBURBAN_STIRLING railway_station Efford_railway
72,Bennic_Tricky Shootover_Maralfl Com_mand High_Com mand_. Anton_Shootover King_Kingfil ._Bennic
73,and_Vindel nation-wide_collection Ume_and
74,fect_satisfaction Adock_Whisson Ep_. equalled_in pro_gress Strath_albyn TION_. Whisson_H. un_equalled will_men and_in is_un second_class per_fect tion_Strvps -_Prize —_Ep great_with excep_tion EXAMINA_TION of_Strath dustry_. gress_which answcred_satisfactorily in_dustry tributed_so had_con con_tributed ._P.S tion_almost ._- SCHOOL_EXAMINA without_excep and_pro Wylie_answcred his_per P.S_. albyn_for men_tion very_great
75,pre_sented the_market the_Tar a_week.—Ar per_. In_sllime de_canter ment_of poses_. McRostie_. addresses_. culture_) de_parted The_fol ._Com ._Sex to_at berg_I. was_pro was_ar pro_vided Moor_house sup_piled reliability_STRATHALBYN for_Eng perty_of centage_of manage_ment !_mem ;_trea MINDARIE_A dren_of STRATHALBYN_The J._Dahlen wine_de com_mittee rence_and ton_presented proceed_ings um_pired BIRDWOOD_In ar_ranged nell_and ._Sheri family_de Don_Klrk dan_and Bay_In ._CALOOTE he_Mool can_didate Cecil_Law Com_petitions pointed_president.—Before can_Church the_Har on_be Sheri_dan the_proceed school_com Mrs_. Kirk_more surer_Mrs. pipe_and Price_pre REYNELLA_The mem_. the_pro aged_. ._TARCOOLA foot_ball tan_. (_Vic Kathleen_Har was_ap Mac_donald lowing_spoke Klrk_more at_tend mad_hat toria_) A_foot flrpd_. Vic_toria chutt_and Bussens_chutt pre_sided field_. ._PASKEVILLE the_chil school_pur chil_dren Don_nell parted_to ._BIRDWOOD ccola_Proeress of_Agri ._Mrs gave_addresses ings_for half_of didate_In bors_Board Mool_tan Agri_culture Chester_field fol_lowing canter_and plied_by mittee_'Mr house_) Tar_ccola E._Mac The_per pired_the Dahlen_berg sllime_. market_ing was_sup ASHBOURNE_A ._MINDARIE pro_perty vided_by (_Angli be_half ters_' 37_stu Includ_ing Win_ners per_centage ._BRIDGEWATER tend_. dam_aged sented_Mr. it_back pur_poses ._Win TARCOOLA_The Law_rence week.—Ar_ranged a_can Sex_ton Irene_McRostie Marjory_Chester pro_cess cess_has more_. petitions_were R._Don ._REYNELLA ._Moor Eng_land were_dam land_via the_manage Audrey_Bussens ap_pointed '_Bora BRIDGEWATER_The Har_bors ._ASHBOURNE Bora_pipe ball_match dents_of PASKEVILLE_A sup_plied )_pre cyanide_pro sided_over ners_of donald_was Har_per Angli_can back_flrpd ._Includ ranged_by stu_dents ing_the Currle_um trea_surer hat_ters John_Kirk
76,tomorrow_. for_the 32_pages Hinder_chair Australian_grown mills_daily radio_building dead_weight of_milk rolling_stock supplement_tomorrow Dalton_senior its_influence Commissioner_for of_`` houses_and ._Interesting )_whose printing_`` the_Cham those_bodies industrial_development business_houses this_State tons_dead be_used to_nearly half_way ber_of at_Port milk_manufacture manufacturing_industries the_ordinary 1¼_inches ._One ''_tomorrow development_. amounted_to nearly_. Butler_) the_telegraph Cham_ber ._Contributions and_its weight_of from_Adelaide grown_forest ft._1¼ in_this page_frontispiece frontispiece_depicting —a_source ordinary_edition registered_in calls_registered S_McGregor way_back bodies_have subject_is and_half woollen_mills source_of Australia_who McGregor_Reid State_amounted pages_it chair_man Australia_and back_. Commonwealth_Minister man_of Port_Pirie wide_from
